Ejercicio,Mes,Titulo_Codigo,Titulo_Descripcion,CI_Clase_Codigo,CI_Clase_Descripcion,CI_Subclase_Codigo,CI_Subclase_Descripcion,CI_Grupo_Codigo,CI_Grupo_Descripcion,CI_Subgrupo_Codigo,CI_Subgrupo_Descripcion,CI_Partida_Codigo,CI_Partida_Descripcion,CI_Subpartida_Codigo,CI_Subpartida_Descripcion,CI_Renglon_Codigo,CI_Renglon_Descripcion,CI_Subrenglon_Codigo,CI_Subrenglon_Descripcion,CI_Fuente_Codigo,CI_Fuente_Descripcion,FF_Codigo,FF_Descripcion,FF_Clase2,PI_Monto,PP_Monto,DE_Monto,PA_Monto
2024,05,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           1208436364.75,           1208436364.75
2024,06,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           1419623012.26,           1419623012.26
2024,07,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           1547059419.49,           1547059419.49
2024,08,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           1782796148.33,           1782796148.33
2024,09,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           2010114870.75,           2010114870.75
2024,10,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           3395251703.69,           2263508274.09,           2263508274.09
2024,11,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           2932000000.00,           2470765869.31,           2470765869.31
2024,12,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201043,Impuestos específicos sobre los jabones de tocador . Ley Nº 8114,1132010431,Importaciones,1132010431001,Importaciones,001,Ingresos Corrientes,INTERNO,           3395251703.69,           2932000000.00,           2693380081.37,           2693380081.37
2024,01,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,            386738768.00,            386738768.00
2024,02,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,            810125596.00,            810125596.00
2024,03,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           1271010610.00,           1271010610.00
2024,04,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           1697789048.00,           1697789048.00
2024,05,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           2180880764.00,           2180880764.00
2024,06,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           2673552272.00,           2673552272.00
2024,07,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           3080640059.00,           3080640059.00
2024,08,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           3530402906.00,           3530402906.00
2024,09,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           3961782871.00,           3961782871.00
2024,10,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631054345.40,           4362440234.00,           4362440234.00
2024,11,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631100000.00,           4791691214.00,           4791691214.00
2024,12,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010441,Impuesto al Cemento Ley No. 9829 Interno,1132010441001,Impuesto al Cemento Ley No. 9829 Interno,001,Ingresos Corrientes,INTERNO,           5631054345.40,           5631100000.00,           5158125932.00,           5158125932.00
2024,01,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,              1547169.56,              1547169.56
2024,02,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,              7380250.48,              7380250.48
2024,03,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,             21861952.77,             21861952.77
2024,04,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,             33858329.59,             33858329.59
2024,05,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,             38670592.91,             38670592.91
2024,06,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,             52264353.38,             52264353.38
2024,07,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,             55747477.72,             55747477.72
2024,08,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,            120787943.51,            120787943.51
2024,09,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,            130851756.39,            130851756.39
2024,10,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97109357.22,            141436575.63,            141436575.63
2024,11,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97100000.00,            150961047.13,            150961047.13
2024,12,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201044,Impuesto al Cemento,1132010442,Impuesto al Cemento Ley No. 9829 Importado,1132010442001,Impuesto al Cemento Ley No. 9829 Importado,001,Ingresos Corrientes,INTERNO,             97109357.22,             97100000.00,            165964034.05,            165964034.05
2024,02,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,                32277.00,                32277.00
2024,03,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,                60243.00,                60243.00
2024,04,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               119401.00,               119401.00
2024,05,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               167787.00,               167787.00
2024,06,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               194723.00,               194723.00
2024,07,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               325014.00,               325014.00
2024,08,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               416430.00,               416430.00
2024,09,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,113,IMPUESTOS SOBRE BIENES Y SERVICIOS,1132,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES Y SERVICIOS,113201,IMPUESTOS ESPECÍFICOS SOBRE LA PRODUCCIÓN Y CONSUM O DE BIENES,11320104,Impuestos específicos sobre bienes manufacturados,113201045,Impuesto a los productos de tabaco,1132010451,Impuesto a los productos de tabaco (Interno),1132010451001,Impuesto a los productos de tabaco (Interno),001,Ingresos Corrientes,INTERNO,                    0.00,                    0.00,               512154.00,               512154.00
